Names_mpio,Names_depto,URL_mpio,URL_depto, Mesas instaladas,Mesas informadas,Potencial sufragantes,Total sufragantes,Votos por candidatos,Votos en blanco,Votos válidos,Votos nulos,Votos no marcados,Votos_Santos,Porc_Votos_Santos,Votos_Zuluaga,Porc_Votos_Zuluaga
PEQUE,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0119999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,18,18,5638,2849,2751,52,2803,36,10,1325,47.27,1426,50.87
PUEBLORRICO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0120299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,18,18,6824,3139,2974,91,3065,52,22,539,17.58,2435,79.44
PUERTO BERRIO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0120599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,92,92,33297,11736,10874,515,11389,297,50,4944,43.41,5930,52.06
PUERTO NARE-LA MAGDALENA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0116899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,32,32,11662,5245,5039,109,5148,83,14,3634,70.59,1405,27.29
PUERTO TRIUNFO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0120699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,34,34,12172,5730,5415,178,5593,99,38,1719,30.73,3696,66.08
REMEDIOS,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0120899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,41,41,15888,3857,3457,263,3720,127,10,1640,44.08,1817,48.84
RETIRO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0121199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,37,37,14090,8627,7833,460,8293,285,49,2178,26.26,5655,68.19
RIONEGRO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0121499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,216,216,87238,51099,44763,3624,48387,2543,169,14155,29.25,30608,63.25
SABANALARGA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0121799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,19,19,6723,3184,3011,92,3103,55,26,850,27.39,2161,69.64
SABANETA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0121899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,125,125,54213,31256,27950,2115,30065,1130,61,11292,37.55,16658,55.40
SALGAR,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0122099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,35,35,13000,5020,4766,105,4871,91,58,667,13.69,4099,84.15
SAN ANDRES,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0122399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,17,17,4862,1910,1693,115,1808,88,14,409,22.62,1284,71.01
SAN CARLOS,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0122699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,35,35,12760,6121,5852,123,5975,98,48,3086,51.64,2766,46.29
SAN FRANCISCO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0122799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,16,16,5950,2426,2328,42,2370,36,20,1142,48.18,1186,50.04
SAN JERONIMO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0122999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,31,31,11716,5114,4748,202,4950,134,30,1680,33.93,3068,61.97
SAN JOSE DE LA MONTAÑA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0123099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,8,8,3063,1437,1312,75,1387,39,11,401,28.91,911,65.68
SAN JUAN DE URABA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0123199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,42,42,15618,7349,7171,57,7228,64,57,5606,77.55,1565,21.65
SAN LUIS,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0123299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,30,30,10126,4614,4374,139,4513,70,31,1375,30.46,2999,66.45
SAN PEDRO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0123599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,47,47,17715,8675,7494,707,8201,437,37,1564,19.07,5930,72.30
SAN PEDRO DE URABA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0123799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,63,63,23674,9787,9479,126,9605,119,63,5220,54.34,4259,44.34
SAN RAFAEL,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0123899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,31,31,11793,5841,5457,198,5655,145,41,2552,45.12,2905,51.37
SAN ROQUE,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0124199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,37,37,13752,5674,5275,215,5490,118,66,1489,27.12,3786,68.96
SAN VICENTE,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0124499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,45,45,15748,8805,8265,270,8535,221,49,1559,18.26,6706,78.57
SANTA BARBARA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0124799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,57,57,21397,9053,8175,493,8668,322,63,2897,33.42,5278,60.89
SANTA ROSA DE OSOS,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0125099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,65,65,24207,13048,11518,823,12341,580,127,2398,19.43,9120,73.90
SANTO DOMINGO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0125399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,25,25,8481,4111,3776,162,3938,121,52,1454,36.92,2322,58.96
SANTUARIO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0125699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,67,67,25148,14017,13128,508,13636,295,86,2716,19.91,10412,76.35
SEGOVIA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0125999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,64,64,24294,5421,4835,404,5239,162,20,2669,50.94,2166,41.34
SONSON,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0126299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,84,84,26652,12916,12061,468,12529,289,98,2226,17.76,9835,78.49
SOPETRAN,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0126599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,34,34,11498,5434,5029,191,5220,171,43,2238,42.87,2791,53.46
TAMESIS,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0126899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,38,38,14122,6474,5942,314,6256,171,47,1699,27.15,4243,67.82
TARAZA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0127099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,67,67,24855,7473,6950,268,7218,216,39,4777,66.18,2173,30.10
TARSO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0127199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,15,15,5647,2613,2473,69,2542,48,23,1245,48.97,1228,48.30
TITIRIBI,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0127499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,25,25,8664,3307,3001,168,3169,106,32,1515,47.80,1486,46.89
TOLEDO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0127799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,12,12,4226,1577,1379,101,1480,67,30,382,25.81,997,67.36
TURBO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0128099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,207,207,78990,37471,36179,735,36914,413,144,25996,70.42,10183,27.58
URAMITA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0128299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,17,17,6039,2542,2423,46,2469,57,16,1540,62.37,883,35.76
URRAO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0128399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,57,57,21012,7917,7185,440,7625,193,99,2213,29.02,4972,65.20
VALDIVIA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0128699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,31,31,11471,3097,2920,95,3015,59,23,1672,55.45,1248,41.39
VALPARAISO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0128999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,16,16,5654,2678,2494,93,2587,76,15,1153,44.56,1341,51.83
VEGACHI,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0129099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,27,27,9973,3346,3117,133,3250,69,27,936,28.80,2181,67.10
VENECIA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0129299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,31,31,10635,4480,4172,186,4358,98,24,1645,37.74,2527,57.98
VIGIA DEL FUERTE,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0129199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,18,18,5037,2179,2123,22,2145,18,16,1807,84.24,316,14.73
YALI,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0129399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,14,14,5481,1808,1707,63,1770,20,18,757,42.76,950,53.67
YARUMAL,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0129599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,79,79,31961,11566,10238,766,11004,484,78,2408,21.88,7830,71.15
YOLOMBO,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0129899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,43,43,15546,5193,4794,230,5024,115,54,1727,34.37,3067,61.04
YONDO-CASABE,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0130099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,31,31,11075,5648,5390,127,5517,102,29,3643,66.03,1747,31.66
ZARAGOZA,ANTIOQUIA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0130199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0199999_L1.htm,46,46,17765,5448,5042,208,5250,148,50,2849,54.26,2193,41.77
ARAUCA,ARAUCA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4000199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4099999_L1.htm,160,160,62385,29398,27790,937,28727,565,106,8720,30.35,19070,66.38
ARAUQUITA,ARAUCA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4001099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4099999_L1.htm,68,68,24762,11461,10935,271,11206,192,63,8410,75.04,2525,22.53
CRAVO NORTE,ARAUCA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4001599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4099999_L1.htm,14,14,3387,1557,1469,44,1513,32,12,598,39.52,871,57.56
FORTUL,ARAUCA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4001799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4099999_L1.htm,27,27,9836,5048,4835,111,4946,72,30,3888,78.60,947,19.14
PUERTO RONDON,ARAUCA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4002099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4099999_L1.htm,15,15,3459,1560,1508,32,1540,11,9,521,33.83,987,64.09
SARAVENA,ARAUCA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4002599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4099999_L1.htm,77,77,28963,13734,12840,481,13321,337,76,7569,56.82,5271,39.56
TAME,ARAUCA,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4000599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR4099999_L1.htm,82,82,29423,15092,14362,414,14776,228,88,7599,51.42,6763,45.77
BARANOA,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0300499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,116,116,44081,24934,24409,285,24694,184,56,21673,87.76,2736,11.07
BARRANQUILLA,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0300199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,2805,2805,968361,365516,353767,7692,361459,3531,526,268035,74.15,85732,23.71
CAMPO DE LA CRUZ,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0300799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,49,49,18710,6636,6306,47,6353,91,192,4480,70.51,1826,28.74
CANDELARIA,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0301099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,28,28,10734,5602,5533,25,5558,33,11,4907,88.28,626,11.26
GALAPA,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0301399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,87,87,33272,15815,15455,190,15645,135,35,13373,85.47,2082,13.30
JUAN DE ACOSTA,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0301699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,47,47,17379,7087,6923,81,7004,69,14,5392,76.98,1531,21.85
LURUACO,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0301999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,60,60,22715,10121,9843,110,9953,142,26,7502,75.37,2341,23.52
MALAMBO,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0302299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,162,162,67327,30286,29496,458,29954,285,47,24006,80.14,5490,18.32
MANATI,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0302599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,33,33,12812,5769,5707,22,5729,29,11,5136,89.64,571,9.96
PALMAR DE VARELA,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0302899_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,49,49,19081,9227,9082,65,9147,68,12,8238,90.06,844,9.22
PIOJO,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0303199_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,16,16,5662,2598,2558,7,2565,24,9,1756,68.46,802,31.26
POLONUEVO,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0303499_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,30,30,11647,6774,6629,64,6693,69,12,6024,90.00,605,9.03
PONEDERA,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0303599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,46,46,17219,7941,7791,60,7851,67,23,5600,71.32,2191,27.90
PUERTO COLOMBIA,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0303799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,81,81,30558,13908,13572,202,13774,112,22,10746,78.01,2826,20.51
REPELON,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0304099_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,47,47,17487,9089,8970,47,9017,59,13,8138,90.25,832,9.22
SABANAGRANDE,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0304399_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,58,58,22004,11515,11226,161,11387,103,25,9440,82.90,1786,15.68
SABANALARGA,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0304699_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,160,160,61435,35907,35212,336,35548,313,46,30956,87.08,4256,11.97
SANTA LUCIA,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0304799_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,25,25,9210,4231,4171,12,4183,46,2,3256,77.83,915,21.87
SANTO TOMAS,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0304999_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,65,65,24929,11597,11359,133,11492,78,27,9852,85.72,1507,13.11
SOLEDAD,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0305299_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,644,644,253922,103478,100631,1636,102267,1047,164,82478,80.64,18153,17.75
SUAN,ATLANTICO,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0305599_L1.htm,http://www3.registraduria.gov.co/elecciones/elecciones2014/presidente/2v/99PR2/DPR0399999_L1.htm,24,24,9273,4359,4306,19,4325,30,4,3765,87.05,541,12.50
